USA	6559.850 	6977.846 	7670.823 	7977.654 	8317.436 	8705.039 	8600.514 	8975.883 	7771.827 
UZB	124.049 	173.367 	200.953 	237.028 	280.279 	358.813 	427.684 	604.479 	548.909 
VCT	0.134 	0.146 	0.191 	0.222 	0.256 	0.326 	0.380 	0.515 	0.600 
VEN	433.686 	452.117 	461.982 	479.002 	496.359 	530.771 	549.148 	630.545 	481.597 
VNM	163.401 	183.718 	180.612 	235.334 	305.145 	478.098 	676.018 	970.877 	925.685 
VUT	5.573 	5.490 	0.555 	0.668 	0.814 	1.174 	1.668 	2.739 	3.100 
WSM	1.367 	1.246 	0.345 	0.410 	0.495 	0.676 	0.902 	1.216 	1.542 
YEM	18.289 	20.618 	25.939 	40.844 	60.889 	117.194 	192.043 	547.232 	1179.075 
ZAF	370.267 	385.632 	409.763 	416.608 	415.115 	386.521 	396.039 	455.134 	231.127 
ZMB	72.628 	63.207 	161.840 	163.473 	165.303 	167.996 	176.156 	215.866 	250.605 
ZWE	46.536 	44.275 	38.383 	39.157 	40.600 	42.111 	48.643 	78.225 	82.813 
PRK	157.843 	121.702 	108.615 	127.741 	149.732 	193.218 	230.918 	249.521 	178.690 
LBY	52.390 	56.456 	67.003 	71.013 	75.635 	78.557 	84.362 	102.577 	41.043 
IRQ	89.291 	93.379 	96.389 	118.318 	144.895 	221.035 	306.461 	697.962 	865.310 
ROM	257.854 	176.584 	138.378 	151.820 	166.942 	186.103 	199.484 	230.728 	204.919 
JPN	1268.254 	1365.729 	1336.197 	1391.685 	1447.746 	1505.279 	1442.658 	1126.674 	848.333 
CHN	4157.004 	5328.437 	5475.564 	6528.419 	7803.835 	10339.616 	12547.531 	13836.475 	9683.085 
YUG	112.468 	81.969 	83.387 	103.635 	119.171 	186.303 	190.273 	297.335 	361.111 
ISR	41.022 	54.119 	73.026 	84.371 	98.819 	116.230 	132.281 	216.824 	196.013 
o_AFRICA	48.133 	45.186 	42.072 	45.281 	48.112 	49.684 	57.654 	101.931 	162.751 
o_LA	28.499 	22.405 	24.730 	27.135 	29.307 	35.362 	41.068 	58.243 	65.764 
o_ME	67.314 	65.574 	68.154 	83.350 	90.382 	97.807 	97.321 	117.664 	16.637 
o_W-OECD	16.917 	21.817 	36.896 	37.787 	38.077 	37.555 	34.507 	26.022 	4.020 
o_SEA1	17.430 	15.033 	10.142 	11.248 	12.501 	13.932 	15.059 	14.772 	5.062 
o_SEA2	61.625 	73.811 	90.723 	106.088 	125.537 	174.296 	235.390 	345.853 	363.423 
o_SEA3	249.813 	254.604 	363.238 	380.379 	405.997 	468.602 	557.845 	787.222 	960.340 
